index;Группа груза;Код группы;Груз;Холдинг грузоотправителя;Грузоотправитель;Дорога отправления;Станция отправления;Код ЕСР станции отправления;Дорога назначения;Станция назначения;Код ЕСР станции назначения;КЛЮЧ_КОД_МАРШРУТА;vid;Полигон;Вид сообщения;Род вагона;Тип отправки;Расстояние перевозки (гружёный рейс), км;Расстояние перевозки (порожний рейс), км;Загрузка в вагон, т.;Возврат порожних вагонов,%;Срок доставки, гружёный рейс;Срок доставки,порожний рейс;Срок доставки, погр./выгр.;Ставка на вагон, руб. за вагон в сутки;"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (груженый пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (порожний пробег)";"Расходы по оплате услуг ОАО ""РЖД"", руб. за тонну (итого)";Расходы по оплате услуг операторов_2024, руб. за тонну;Расходы на перевалку_2024, руб. за тонну;Акциз/пошлина;Общие транспортные расходы, руб. за тонну ;Себестоимость добычи/производства, руб. т.;Общие расходы, руб. за тонну;Стоимость 1 тонны на рынке, руб./т.;fraht_2024;fraht_2025;fraht_2026;fraht_2027;fraht_2028;fraht_2029;fraht_2030;fraht_2031;fraht_2032;fraht_2033;fraht_2034;fraht_2035;ipem_gr;ipem_pr;key;typical_index;price_coeff_2025;price_coeff_2026;price_coeff_2027;price_coeff_2028;price_coeff_2029;price_coeff_2030;price_coeff_2031;price_coeff_2032;price_coeff_2033;price_coeff_2034;price_coeff_2035;elastic_category
43;Уголь каменный;1;КОНЦЕНТР УГОЛЬН;"ПАО ""Мечел""";ЮЖНЫЙ КУЗБАСС, ПАО;ЗСБ;ТОМУСИНСКАЯ;86460;ДВС;ПОСЬЕТ-ЭКСП;98780;86460_98780;Экспорт;Восток;Экспорт (Восток);Полувагоны;маршрутная;5 880;5 880;69;;13;14;4;2 470,00;2 350,57;1 068,11;3 418,68;1 109,71;1 292,85;;5 821,24;4 722,64;10 543,88;10627,227;0;0;0;0;0;0;0;0;0;0;0;0;1366184;26688;Уголь каменныйЭкспортВосток;98;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
44;Уголь каменный;1;УГОЛЬ Д;"АО ""Русский уголь""";РАЗРЕЗ КИРБИНСКИЙ, ООО;КРС;КАМЫШТА;88760;СКВ;ВЫШЕСТ-МОСТ;52530;88760_52530;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;4 961;4 961;69;;16;16;4;2 470,00;1 694,42;1 017,19;2 711,61;1 288,70;;;4 000,31;1 426,63;5 426,94;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1372700;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
45;Уголь каменный;1;УГОЛЬ Д;"АО ""Русский уголь""";РАЗРЕЗ КИРБИНСКИЙ, ООО;КРС;КАМЫШТА;88760;ЗСБ;БАРАБИНСК;83360;88760_83360;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;1 058;1 058;69;;6;6;4;2 470,00;833,83;452,13;1 285,96;572,75;;;1 858,71;1 426,63;3 285,34;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1371734;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
46;Уголь каменный;1;ПРОМПРОДУКТ УГ;"ООО ""ЕвразХолдинг""";РУК, ООО;ЗСБ;МЕЖДУРЕЧЕНСК;86490;ДВС;ХАБАРОВСК 1;97040;86490_97040;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;маршрутная;4 979;4 979;75;;12;13;4;3 032,00;1 432,95;873,74;2 306,69;1 172,37;;;3 479,06;4 547,50;8 026,56;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1366503;26688;Уголь каменныйВнутр. перевозкиВосток;24;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
47;Уголь каменный;1;КОНЦЕНТР УГОЛЬН;"ЗАО ""Стройсервис""";СТРОЙСЕРВИС, АО;ЗСБ;АНЖЕРСКАЯ;87590;СКВ;КАВКАЗ-ЭКСП;52810;87590_52810;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;4 485;4 485;69;;14;15;4;2 470,00;2 065,67;943,87;3 009,54;1 181,30;872,24;;5 063,09;6 373,99;11 437,08;10110,087;0;0;0;0;0;0;0;0;0;0;0;0;1366233;26688;Уголь каменныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
48;Уголь каменный;1;УГОЛЬ Г;"АО ""Русский уголь""";РУССКИЙ УГОЛЬ, АО;КРС;КРАВЧЕНКО;88850;ОКТ;ЛУЖСКАЯ-ЭКСП;7640;88850_7640;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;маршрутная;4 947;4 947;69;;12;12;4;2 470,00;2 018,72;921,86;2 940,58;1 002,32;1 034,28;;4 977,18;459,65;5 436,83;5645,445;0;0;0;0;0;0;0;0;0;0;0;0;1368211;26688;Уголь каменныйЭкспортСеверо-Запад;76;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
49;Уголь каменный;1;КОНЦЕНТР УГОЛЬН;"ЗАО ""Стройсервис""";СТРОЙСЕРВИС, АО;ЗСБ;СПИЧЕНКОВО;86370;ДВС;ДЮАНКА-Э;96710;86370_96710;Экспорт;Восток;Экспорт (Восток);Полувагоны;маршрутная;5 785;5 785;69;;12;13;4;2 470,00;2 139,61;991,51;3 131,12;1 038,12;1 292,85;;5 462,09;6 373,99;11 836,08;10627,227;0;0;0;0;0;0;0;0;0;0;0;0;1366132;26688;Уголь каменныйЭкспортВосток;98;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
50;Уголь каменный;1;УГОЛЬ Д;"АО ""СУЭК""";ВОСТОЧНО-БЕЙСКИЙ РАЗРЕЗ, ООО;КРС;КАМЫШТА;88760;СЕВ;ЖАРОВИХА;29090;88760_29090;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;повагонная;4 417;4 417;75;;14;14;4;3 032,00;1 528,40;854,88;2 383,28;1 293,65;;;3 676,93;4 781,46;8 458,39;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1372528;26688;Уголь каменныйВнутр. перевозкиСеверо-Запад;25;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
51;Уголь каменный;1;УГОЛЬ К;"УК ""КУЗБАССРАЗРЕЗУГОЛЬ"" 
(ООО ""УГМК-Холдинг"")";УК КУЗБАССРАЗРЕЗУГОЛЬ, АО;ЗСБ;БОЧАТЫ;86260;СЕВ;ЧЕРЕПОВЕЦ 2;30250;86260_30250;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;маршрутная;3 460;3 460;75;;9;10;4;3 032,00;1 388,56;674,48;2 063,04;929,81;;;2 992,85;3 561,68;6 554,53;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1373792;26688;Уголь каменныйВнутр. перевозкиСеверо-Запад;25;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
52;Уголь каменный;1;АНТРАЦИТ;"ООО ""МелТЭК""";МЕЛТЭК, ООО;ЗСБ;НОВОКУЗ.-СОР;86000;ДВС;НАХОДКА-ЭКС;98470;86000_98470;Экспорт;Восток;Экспорт (Восток);Полувагоны;маршрутная;5 967;5 967;75;;13;14;4;3 032,00;2 198,12;1 008,31;3 206,43;1 253,23;1 292,85;;5 752,51;3 342,25;9 094,76;10627,227;0;0;0;0;0;0;0;0;0;0;0;0;1365520;26688;Уголь каменныйЭкспортВосток;98;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
53;Уголь каменный;1;КОНЦЕНТР УГОЛЬН;"ПАО ""Мечел""";ЮЖНЫЙ КУЗБАСС, ПАО;ЗСБ;ТОМУСИНСКАЯ;86460;МСК;БИРЮЛЕВО-ТОВ;19330;86460_19330;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;маршрутная;3 733;3 733;69;;10;11;4;2 470,00;1 560,80;777,11;2 337,91;894,93;;;3 232,84;4 722,64;7 955,48;6635,65;0;0;0;0;0;0;0;0;0;0;0;0;1366330;26688;Уголь каменныйВнутр. перевозкиСеверо-Запад;25;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
54;Уголь каменный;1;АНТРАЦИТ;"ПАО ""Мечел""";ЮЖНЫЙ КУЗБАСС, ПАО;ЗСБ;КИЙЗАК;86480;ДВС;ВАНИНО-ЭКСП;96780;86480_96780;Экспорт;Восток;Экспорт (Восток);Полувагоны;группа вагонов;5 728;5 728;69;;16;17;4;2 470,00;2 281,72;1 061,18;3 342,90;1 324,49;1 292,85;;5 960,24;4 722,64;10 682,88;10627,227;0;0;0;0;0;0;0;0;0;0;0;0;1365534;26688;Уголь каменныйЭкспортВосток;98;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
55;Уголь каменный;1;УГОЛЬ СС;"ООО ""МелТЭК""";МЕЛТЭК, ООО;ЗСБ;ПРОКОПЬЕВСК;86390;ОКТ;ЛУЖСКАЯ-ЭКСП;7640;86390_7640;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;маршрутная;4 161;4 161;75;;11;12;4;3 032,00;1 696,08;768,91;2 464,99;1 091,52;1 034,28;;4 590,79;3 342,25;7 933,04;5645,445;0;0;0;0;0;0;0;0;0;0;0;0;1374016;26688;Уголь каменныйЭкспортСеверо-Запад;76;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
56;Уголь каменный;1;УГОЛЬ Г;"АО ""Русский уголь""";РУССКИЙ УГОЛЬ, АО;КРС;КРАВЧЕНКО;88850;СКВ;ВЫШСТБЛ-ЭКС;52520;88850_52520;Экспорт;Юг;Экспорт (Юг);Полувагоны;маршрутная;5 347;5 347;69;;12;12;4;2 470,00;2 101,30;977,58;3 078,88;1 002,32;872,24;;4 953,44;459,65;5 413,09;6895,2;0;0;0;0;0;0;0;0;0;0;0;0;1368217;26688;Уголь каменныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
57;Уголь каменный;1;УГОЛЬ СС;"АО ХК ""СДС-Уголь""";СДС-УГОЛЬ, АО ХК;ЗСБ;ЗАБОЙЩИК;87180;ОКТ;ЛУЖСКАЯ-ЭКСП;7640;87180_7640;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;маршрутная;4 091;4 091;75;;11;12;4;3 032,00;1 696,08;768,91;2 464,99;1 091,52;1 034,28;;4 590,79;6 138,59;10 729,38;5645,445;0;0;0;0;0;0;0;0;0;0;0;0;1374050;26688;Уголь каменныйЭкспортСеверо-Запад;76;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
58;Уголь каменный;1;УГОЛЬ Д;"АО ""Русский уголь""";РАЗРЕЗ КИРБИНСКИЙ, ООО;КРС;КАМЫШТА;88760;КЛГ;ДЗЕРЖИНС-НОВ;10250;88760_10250;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;4 654;4 654;69;;28;28;4;2 470,00;1 309,00;856,42;2 165,42;2 147,83;;;4 313,25;1 426,63;5 739,88;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1371979;26688;Уголь каменныйВнутр. перевозкиСеверо-Запад;25;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
59;Уголь каменный;1;УГОЛЬ Г;"ООО ""Промугольсервис""";ПРОМУГОЛЬСЕРВИС, ООО;ЗСБ;ЕРУНАКОВО;86300;СКВ;НОВОРОСС-ЭКС;52100;86300_52100;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;4 524;4 524;69;;14;15;4;2 470,00;2 108,19;958,53;3 066,72;1 181,30;872,24;;5 120,27;3 342,25;8 462,52;6895,2;0;0;0;0;0;0;0;0;0;0;0;0;1368182;26688;Уголь каменныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
60;Уголь каменный;1;УГОЛЬ Д;"ООО ""Промугольсервис""";ПРОМУГОЛЬСЕРВИС, ООО;ЗСБ;ЕРУНАКОВО;86300;СЕВ;ИСАКОГОРКА;29000;86300_29000;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;группа вагонов;3 958;3 958;69;;13;14;4;2 470,00;1 679,88;870,57;2 550,45;1 109,71;;;3 660,16;3 342,25;7 002,41;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1368977;26688;Уголь каменныйВнутр. перевозкиСеверо-Запад;25;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
61;Уголь каменный;1;УГОЛЬ СС;"ООО ""МелТЭК""";МЕЛТЭК, ООО;ЗСБ;ПРОКОПЬЕВСК;86390;ЮВС;НОВОЛИПЕЦК;59220;86390_59220;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;маршрутная;3 733;3 733;75;;9;10;4;3 032,00;1 412,24;714,95;2 127,19;929,81;;;3 057,00;3 342,25;6 399,26;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1374057;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
62;Уголь каменный;1;УГОЛЬ Д;"АО ""СУЭК""";ВОСТОЧНО-БЕЙСКИЙ РАЗРЕЗ, ООО;КРС;КАМЫШТА;88760;ЗСБ;БИЙСК;84320;88760_84320;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;755;755;75;;6;6;4;3 032,00;529,24;299,91;829,15;646,83;;;1 475,98;4 781,46;6 257,43;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1371781;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
63;Уголь каменный;1;УГОЛЬ Д;"ООО ""Коулстар""";УК РАЗРЕЗ МАЙРЫХСКИЙ, ООО;КРС;КАМЫШТА;88760;ДВС;МЫС МАРИЯ;96900;88760_96900;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;маршрутная;5 544;5 544;75;;12;12;4;3 032,00;1 420,25;886,56;2 306,81;1 131,95;;;3 438,76;3 360,87;6 799,63;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1371654;26688;Уголь каменныйВнутр. перевозкиВосток;24;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
64;Уголь каменный;1;УГ БУР НЕПОДМОС;"АО ""Русский уголь""";РУССКИЙ УГОЛЬ, АО;КРС;КИЛЬЧУГ;88900;МСК;ВОСЛЕБОВО;22790;88900_22790;Внутр. перевозки;Северо-Запад;Внутр. перевозки (Северо-Запад);Полувагоны;маршрутная;4 202;4 202;69;;10;10;4;2 470,00;1 576,68;865,10;2 441,78;859,13;;;3 300,91;459,65;3 760,56;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1367715;26688;Уголь каменныйВнутр. перевозкиСеверо-Запад;25;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
65;Уголь каменный;1;УГОЛЬ Д;"УК ""КУЗБАССРАЗРЕЗУГОЛЬ"" 
(ООО ""УГМК-Холдинг"")";УК КУЗБАССРАЗРЕЗУГОЛЬ, АО;ЗСБ;БЕЛОВО;86230;ГОР;ДОСКИНО;26460;86230_26460;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;3 145;3 145;75;;11;12;4;3 032,00;1 419,44;693,00;2 112,44;1 091,52;;;3 203,96;3 561,68;6 765,64;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1368944;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
66;Уголь каменный;1;УГОЛЬ Д;"УК ""КУЗБАССРАЗРЕЗУГОЛЬ"" 
(ООО ""УГМК-Холдинг"")";УК КУЗБАССРАЗРЕЗУГОЛЬ, АО;ЗСБ;БЕЛОВО;86230;ГОР;СЕМЕНОВ;26580;86230_26580;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;3 060;3 060;75;;11;12;4;3 032,00;1 379,35;679,50;2 058,85;1 091,52;;;3 150,37;3 561,68;6 712,05;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1368945;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
67;Уголь каменный;1;УГОЛЬ Д;"УК ""КУЗБАССРАЗРЕЗУГОЛЬ"" 
(ООО ""УГМК-Холдинг"")";КТК, АО;ЗСБ;МЕРЕТЬ;86220;ЗСБ;КАРБЫШЕВО 1;83030;86220_83030;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;918;918;75;;6;7;4;3 032,00;670,17;354,83;1 025,00;687,25;;;1 712,25;3 561,68;5 273,93;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1369494;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
68;Уголь каменный;1;УГОЛЬ Т;"ООО ""МелТЭК""";МЕЛТЭК, ООО;ЗСБ;УГЛЕРОД;86290;СКВ;ВЫШСТБЛ-ЭКС;52520;86290_52520;Экспорт;Юг;Экспорт (Юг);Полувагоны;маршрутная;4 529;4 529;69;;11;12;4;2 470,00;1 973,22;894,00;2 867,22;966,52;872,24;;4 705,98;3 342,25;8 048,24;6895,2;0;0;0;0;0;0;0;0;0;0;0;0;1374102;26688;Уголь каменныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
69;Уголь каменный;1;КОНЦЕНТР УГОЛЬН;"ЗАО ""Стройсервис""";ЦЕНТРАЛЬНОЕ, АО;ЗСБ;ЧЕРКАС.КАМ.;86380;ЮВС;НОВОЛИПЕЦК;59220;86380_59220;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;группа вагонов;3 724;3 724;69;;12;13;4;2 470,00;1 497,99;841,23;2 339,22;1 038,12;;;3 377,34;6 198,40;9 575,74;6635,65;0;0;0;0;0;0;0;0;0;0;0;0;1366451;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
70;Уголь каменный;1;АНТРАЦИТ;"ПАО ""Мечел""";ЮЖНЫЙ КУЗБАСС, ПАО;ЗСБ;КИЙЗАК;86480;ЮУР;МЕТАЛЛУРГИЧ.;80120;86480_80120;Внутр. перевозки;Юг;Внутр. перевозки (Юг);Полувагоны;повагонная;1 933;1 933;69;;9;10;4;2 470,00;1 210,72;600,35;1 811,07;823,33;;;2 634,40;4 722,64;7 357,04;3175,51;0;0;0;0;0;0;0;0;0;0;0;0;1365639;26688;Уголь каменныйВнутр. перевозкиЮг;97;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
71;Уголь каменный;1;АНТРАЦИТ;"ООО ""Башкирский промышленный холдинг"" (ООО""Сибкапитал"")";РАЗРЕЗ КИЙЗАССКИЙ, ООО;ЗСБ;ЛИНЕВО;85270;СКВ;НОВОРОСС-ЭКС;52100;85270_52100;Экспорт;Юг;Экспорт (Юг);Полувагоны;группа вагонов;4 415;4 415;69;;14;14;4;2 470,00;2 004,78;899,89;2 904,67;1 145,51;872,24;;4 922,42;6 527,30;11 449,72;10110,087;0;0;0;0;0;0;0;0;0;0;0;0;1365590;26688;Уголь каменныйЭкспортЮг;0;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
72;Уголь каменный;1;УГОЛЬ Т;"ООО ""Новая горная управляющая компания""";ТРАНСГРУЗ, ООО;ЗСБ;КИЙЗАК;86480;МСК;СУРАЖ-ЭКСП;20280;86480_20280;Экспорт;Северо-Запад;Экспорт (Северо-Запад);Полувагоны;группа вагонов;4 284;4 284;69;;23;22;4;2 470,00;2 014,62;914,55;2 929,17;1 754,06;;;4 683,23;8 811,99;13 495,21;5645,445;0;0;0;0;0;0;0;0;0;0;0;0;1374280;26688;Уголь каменныйЭкспортСеверо-Запад;76;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
73;Уголь каменный;1;УГОЛЬ Т;"ООО ""Башкирский промышленный холдинг"" (ООО""Сибкапитал"")";РАЗРЕЗ КОЛЫВАНСКИЙ, АО;ЗСБ;МЫСКИ;86470;ДВС;ХАБАРОВСК 1;97040;86470_97040;Внутр. перевозки;Восток;Внутр. перевозки (Восток);Полувагоны;маршрутная;4 998;4 998;69;;12;13;4;2 470,00;1 583,28;949,72;2 533,00;1 038,12;;;3 571,12;6 527,30;10 098,42;3436,22;0;0;0;0;0;0;0;0;0;0;0;0;1374142;26688;Уголь каменныйВнутр. перевозкиВосток;24;1;1;1;1;1;1;1;1;1;1;1;Уголь каменный
