Код;Наименование;Код группы груза
261078;БЛОКИ ФУНДАМЕНТНЫЕ;10
261082;БУМАГА ИЗОЛЯЦИОННАЯ ПРОПИТАННАЯ АСФАЛЬТОВАЯ,;10
;БИТУМИНИЗИРОВАННАЯ, КАБЕЛЬНАЯ, КОНДЕНСАТОР-НАЯ, СМОЛЯНАЯ, ЭЛЕКТРО-ЛИТИЧЕСКАЯ, ОБРАБОТАННАЯ ЖИДКИМ СТЕКЛОМ;
261097;ВАТА МИНЕРАЛЬНАЯ: СТЕКЛЯННАЯ, ШЛАКОВАЯ И ДР.;10
261108;ВОЛОКНО СТЕКЛЯННОЕ;10
261114;ВУЛКАНИТ В ПОРОШКЕ;10
261129;ВУЛКАНИТ ЛИСТОВОЙ И ПЛИТОЧНЫЙ;10
261133;КЛИНГЕРИТ;10
261148;ИЗДЕЛИЯ АСБОПЕКОЛИТОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261152;ИЗДЕЛИЯ АСБОЦЕМЕНТНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;5
261167;ЛАКОТКАНЬ;10
261171;ИЗДЕЛИЯ ГАЗОСИЛИКАТНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261186;ЛИСТЫ АСБОПЕКОЛИТОВЫЕ;10
261190;ИЗДЕЛИЯ ИЗ ВАТЫ МИНЕРАЛЬНОЙ - СТЕКЛЯННОЙ, ШЛАКОВОЙ;10
261203;ИЗДЕЛИЯ ИЗ СЛЮДЫ - КЛАПАНЫ, ОТРАЖАТЕЛИ, ПЛАСТИНЫ, ПЛАСТИНКИ, ШАЙБЫ, ЩЕТКОДЕРЖАТЕЛИ И ДР.;10
261218;ИЗДЕЛИЯ ИЗОЛЯЦИОННЫЕ, КРОМЕ АСБЕСТОВЫХ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261222;ИЗДЕЛИЯ ПРОБКОВЫЕ ИЗОЛЯЦИОННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261237;ИЗДЕЛИЯ СОВЕЛИТОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261241;ИЗДЕЛИЯ ТЕПЛО- И ЗВУКОИЗОЛЯЦИОННЫЕ ИЗ СТЕКЛОВОЛОКНА;10
261256;ИЗДЕЛИЯ ТЕПЛОИЗОЛЯЦИОННЫЕ ПЕРЛИТОВЫЕ;10
261260;ЛИСТЫ ГИПСОКАРТОННЫЕ;5
261275;МАССА АСБЕСТОЦЕМЕНТНАЯ ИЗОЛЯЦИОННАЯ;5
261284;МАССА ПРОБКО-АСБЕСТОВАЯ ИЗОЛЯЦИОННАЯ;10
261294;МАССА ТЕРМОУСТОЙЧИВАЯ (ТЕРМОМАССА);10
261307;МАТЕРИАЛЫ ИЗОЛЯЦИОННЫЕ, КРОМЕ АСБЕСТОВЫХ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261311;МАТЫ МИНЕРАЛОВАТНЫЕ;10
261326;МИКАЛЕНТА (ИЗОЛЯЦИОННЫЙ МАТЕРИАЛ);10
261330;МИКАФОЛИЙ;10
261345;МОРОЗИН;10
261350;НОВОАСБОЗУРИТ;10
261364;ПЕНОСТЕКЛО;10
261379;ПЛИТКИ ИЗ ЯЧЕИСТОГО БЕТОНА СИЛИКАТНЫЕ;5
261383;ПЛИТЫ КЕРАМЗИТОВЫЕ;10
261398;ПЛИТЫ МИНЕРАЛОВАТНЫЕ НА БИТУМНОЙ СВЯЗКЕ;10
261400;ПЛИТЫ МИНЕРАЛОВАТНЫЕ НА СИНТЕТИЧЕСКОМ СВЯЗУЮЩЕМ;10
261415;ПЛИТЫ МИНЕРАЛОВАТНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261427;ПЛИТЫ СОВЕЛИТОВЫЕ;10
261434;ПЛИТЫ ТЕРМОИЗОЛЯЦИОННЫЕ ИЗ МИНЕРАЛЬНОЙ ПРОБКИ;10
261449;ПЛИТЫ ТОРФЯНЫЕ ТЕПЛОИЗОЛЯЦИОННЫЕ;10
261453;ПЛИТЫ ФИБРОЦЕМЕНТНЫЕ;5
261468;ПОРОШКИ ТЕПЛОИЗОЛЯЦИОННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261472;ПРОБКИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
261487;СОВЕЛИТ;10
261491;СОСТАВЫ ПРОБКОВЫЕ ДЛЯ ИЗОЛЯЦИИ;10
261504;СТЕКЛОВОЛОСИТ;10
261519;СТЕКЛОЛЕНТА ЛИПКАЯ;10
261523;СТЕКЛОТКАНЬ;10
261538;ФАНЕРА АСБЕСТОЦЕМЕНТНАЯ;5
261542;ШЕВЕЛИН (МАТЕРИАЛ ИЗОЛЯЦИОННЫЙ);10
261557;ШЕРСТЬ МИНЕРАЛЬНАЯ;10
261561;ЭКСПАНЗИТ (ПРОКЛАДКА ПРОБКОВАЯ);10
262009;ИЗДЕЛИЯ АСБЕСТОВЫЕ ТЕХНИЧЕСКИЕ;10
262013;БУМАГА АСБЕСТОВАЯ;10
262028;ВАТА АСБЕСТОВАЯ;10
262032;ВОЙЛОК АСБЕСТОВЫЙ;10
262047;ВОЛОКНО АСБЕСТОВОЕ;10
262051;ИЗДЕЛИЯ АСБЕСТОВЫЕ ПРОЧИЕ;10
262066;ИЗДЕЛИЯ ИЗ АСБЕСТОВОГО КАРТОНА;10
262070;ИЗДЕЛИЯ ИЗ ВАТЫ АСБЕСТОВОЙ;10
262085;КАНАТЫ АСБЕСТОВЫЕ;10
262094;КАРТОН АСБЕСТОВЫЙ;10
262102;КОЛОДКИ ТОРМОЗНЫЕ АСБЕСТОВЫЕ;10
262117;ЛЕНТА АСБЕСТОВАЯ ТОРМОЗНАЯ;10
262121;КОЛЬЦА ПРОКЛАДОЧНЫЕ АСБЕСТОВЫЕ;10
262136;ЛИСТЫ АСБОСТАЛЬНЫЕ;3
262140;МАССА АСБЕСТОВАЯ ИЗОЛЯЦИОННАЯ;10
262155;МАССА АСБОСЛЮДЯНАЯ ИЗОЛЯЦИОННАЯ;10
262160;МАТЕРИАЛЫ АСБЕСТОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
262174;НАКЛАДКИ ТОРМОЗНЫЕ АСБЕСТОВЫЕ;10
262189;НАКЛАДКИ ТОРМОЗНЫЕ АСБОБАКЕЛИТОВЫЕ;10
262193;НИТИ АСБЕСТОВЫЕ;10
262206;ПАРОНИТ;10
262210;ПЛИТЫ И ПЛИТКИ АСБЕСТОВЫЕ;10
262225;ПЛИТЫ И ПЛИТКИ АСБОБАКЕЛИТОВЫЕ;10
262237;ПЛИТЫ И ПЛИТКИ АСБОПЕКОЛИТОВЫЕ;10
262244;ПОЛОТНО АСБОСТАЛЬНОЕ;3
262259;ТКАНЬ АСБЕСТОВАЯ;10
262263;ТРУБКИ АСБЕСТОВЫЕ ВСЯКИЕ;10
262278;ФИЛЬТР-ВОЛОКНО АСБЕСТОВОЕ;10
262282;ШНУРЫ АСБЕСТОВЫЕ;10
263001;МАТЕРИАЛЫ И ИЗДЕЛИЯ АСФАЛЬТОВЫЕ СТРОИТЕЛЬНЫЕ;10
263016;БРИКЕТЫ АСФАЛЬТОВЫЕ ДЛЯ ДОРОЖНЫХ ПОКРЫТИЙ;10
263020;ВОЙЛОК АСФАЛЬТОВЫЙ;10
263035;ИЗДЕЛИЯ АСФАЛЬТОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
263047;МАССА АСФАЛЬТОВАЯ;10
263054;МАСТИКА АСФАЛЬТОВАЯ;10
263069;ПЛИТЫ И ПЛИТКИ АСФАЛЬТОВЫЕ;10
263073;ПОРОШОК АСФАЛЬТОВЫЙ;10
264004;ПРОЧИЕ МАТЕРИАЛЫ И ИЗДЕЛИЯ МИНЕРАЛЬНО-СТРОИТЕЛЬНЫЕ;10
264019;АРБОЛИТ;10
264023;АРКИ БЕТОННЫЕ, ЦЕМЕНТНЫЕ И ШЛАКОВЫЕ;5
264038;АСФАЛЬТОБЕТОН ХОЛОДНЫЙ (СМЕСЬ АСФАЛЬТОБЕТОННАЯ ХОЛОДНАЯ);5
264042;БЕНТОНИТ;10
264057;БОРТ (КАМЕНЬ ОБРАБОТАННЫЙ);5
264061;БРУСЧАТКА ЛИТАЯ ИЗ ДОМЕННЫХ ШЛАКОВ;4
264076;БЮСТЫ БЕТОННЫЕ И ЦЕМЕНТНЫЕ;5
264080;ВАЗЫ ЦЕМЕНТНЫЕ;5
264095;ДОРСИЛ (ЩЕБЕНЬ ИСКУССТВЕННЫЙ);5
264108;ДОСКИ АСБЕСТОЦЕМЕНТНЫЕ АЦЭИД;4
264112;ЖЕЛОБА ДЛЯ ТРУБ АСБЕСТОЦЕМЕНТНЫЕ;5
264127;ЖЕЛОБА ДЛЯ ТРУБ БЕТОНОЦЕМЕНТНЫЕ;5
264131;ЖЕЛОБА ДЛЯ ТРУБ ЛИТОИДОВЫЕ;10
264146;ЖЕЛОБА ДЛЯ ТРУБ ЦЕМЕНТНЫЕ;5
264150;ИЗДЕЛИЯ БЕТОННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;5
264165;ИЗДЕЛИЯ ГИПСОВОЛОК-НИСТЫЕ И ГИПСОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;5
264176;ИЗДЕЛИЯ ДИАБАЗОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264184;ИЗДЕЛИЯ КСИЛОЛИТОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264199;ИЗДЕЛИЯ ЛИТОИДОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264201;ИЗДЕЛИЯ МРАМОРНЫЕ СТРОИТЕЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264216;ИЗДЕЛИЯ СТРОИТЕЛЬНЫЕ ИЗ КАМНЯ ИСКУССТВЕННОГО, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264220;ИЗДЕЛИЯ СТРОИТЕЛЬНЫЕ ИЗ КАМНЯ ПРИРОДНОГО, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264235;ИЗДЕЛИЯ ТЕРРАКОТОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264242;ИЗДЕЛИЯ ФИБРОЛИТОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264254;ИЗДЕЛИЯ ЦЕМЕНТНО-БЕТОННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;5
264269;ИЗДЕЛИЯ ЦЕМЕНТНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;5
264273;ИЗДЕЛИЯ ШЛАКОБЕТОННЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;5
264288;КАМНИ СБОРНЫЕ БОРДЮРНЫЕ;10
264292;КОЛОННЫ ИЗ КАМНЯ ИСКУССТВЕННОГО;10
264305;КОЛОННЫ ИЗ КАМНЯ ПРИРОДНОГО;10
264319;КСИЛОЛИТ (СТРОЙМАТЕРИАЛ);10
264324;КУБИКИ ДЛЯ МОСТОВЫХ ИЗ КАМНЯ;10
264339;КУКЕРМИТ (ЗАПОЛНИТЕЛЬ АСФАЛЬТОБЕТОННОЙ СМЕСИ);5
264343;МАТЕРИАЛЫ СТРОИТЕЛЬНЫЕ, КРОМЕ ЖЕЛЕЗОБЕТОННЫХ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;5
264358;ПАМЯТНИКИ ИЗ КАМНЯ ПРИРОДНОГО, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
264362;СКУЛЬПТУРЫ БЕТОННЫЕ И ЦЕМЕНТНЫЕ;5
264377;СТУПЕНИ ИЗ КАМНЯ ИСКУССТВЕННОГО;10
264381;ТРУБЫ И МУФТЫ АСБОЦЕМЕНТНЫЕ;5
264396;ТРУБЫ ИЗ КАМНЯ ИСКУССТВЕННОГО;10
264409;ФИБРОЛИТ;10
264413;ФИЛЬТРЫ КЕРАМИЧЕСКИЕ;10
264428;ЦЕМЕНЗИТ;10
264432;ЦЕРЕЗИТ;10
264447;ШАШКА ИЗ КАМНЯ ГРУБОКОЛОТОГО;10
265007;ТРУБЫ КЕРАМИЧЕСКИЕ;10
265011;ТРУБЫ КЕРАМИЧЕСКИЕ ДРЕНАЖНЫЕ;10
265026;ТРУБЫ КЕРАМИЧЕСКИЕ КАНАЛИЗАЦИОННЫЕ;10
266005;МАТЕРИАЛЫ И ИНСТРУМЕНТЫ АБРАЗИВНЫЕ;10
266014;БРУСКИ АБРАЗИВНЫЕ;4
266029;БРУСКИ ТОЧИЛЬНЫЕ;4
266033;БРУСКИ ШЛИФОВАЛЬНЫЕ;4
266048;БУМАГА НАЖДАЧНАЯ (ШКУРКИ ДЛЯ ПОЛИРОВКИ И ЧИСТКИ);10
266052;ЖЕРНОВА;10
266067;ГОЛОВКИ ШЛИФОВАЛЬНЫЕ АБРАЗИВНЫЕ;10
266071;ИЗДЕЛИЯ АБРАЗИВНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
266086;ИЗДЕЛИЯ КАРБОРУНДОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
266090;ИНСТРУМЕНТ АБРАЗИВНЫЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10
266103;КАМНИ ДЕФИБРЕРНЫЕ (ДЛЯ ИЗМЕЛЬЧЕНИЯ ДРЕВЕСИНЫ);10
266118;КРОКУС;10
266122;КРУГИ КАРБОРУНДОВЫЕ;10
266137;КРУГИ ШЛИФОВАЛЬНЫЕ АБРАЗИВНЫЕ ВСЕХ ПРОФИЛЕЙ;10
266141;ПОРОШКИ ДЛЯ БУРЕНИЯ, ПОЛИРОВКИ И ШЛИФОВКИ;10
266156;СЕГМЕНТЫ ШЛИФОВАЛЬНЫЕ;10
267002;СТЕКЛО ТЕХНИЧЕСКОЕ И СТРОИТЕЛЬНОЕ;10
267017;БЛОКИ СТЕКЛЯННЫЕ;10
267021;ЗЕРКАЛА;10
267036;КИРПИЧ СТЕКЛЯННЫЙ ПОЛЫЙ;5
267040;КРОШКА СТЕКЛЯННАЯ;10
267055;ПЛИТЫ И ПЛИТКИ СТЕКЛЯННЫЕ;10
267068;СМАЛЬТА (СТЕКЛО ДЛЯ МОЗАИЧНЫХ РАБОТ);10
267074;СТЕКЛА АВТОМОБИЛЬНЫЕ;10
267089;СТЕКЛА ОПТИЧЕСКИЕ И ЧАСОВЫЕ;10
267093;"СТЕКЛО ""ТРИПЛЕКС""";10
267106;СТЕКЛО ДЛЯ КРЫШ, СТЕН, ПОТОЛКОВ ВСЯКОЕ;10
267110;СТЕКЛО ЗЕРКАЛЬНОЕ;10
267125;СТЕКЛО ЛИСТОВОЕ, НЕ ПОИМЕНОВАННОЕ В АЛФАВИТЕ;10
267134;"СТЕКЛО МУССЕЛИНОВОЕ И НАСТОЛЬНОЕ ""ФУРКО""";10
267144;СТЕКЛО ТЕХНИЧЕСКОЕ И СТРОИТЕЛЬНОЕ, НЕ ПОИМЕНОВАННОЕ В АЛФАВИТЕ;10
267159;ТРУБЫ СТЕКЛЯННЫЕ;10
268005;ИЗДЕЛИЯ САНИТАРНЫЕ КЕРАМИЧЕСКИЕ;10
268010;БАЧКИ СМЫВНЫЕ ПОЛУФАРФОРОВЫЕ;10
268024;БАЧКИ СМЫВНЫЕ ФАЯНСОВЫЕ;10
268039;ВАННЫ ФАЯНСОВЫЕ;10
268043;ИЗДЕЛИЯ САНИТАРНЫЕ ИЗ ПОЛУФАРФОРА И ФАЯНСА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
268058;РАКОВИНЫ ПОЛУФАРФОРОВЫЕ;10
268062;УМЫВАЛЬНИКИ ФАЯНСОВЫЕ;10
268077;УНИТАЗЫ ПОЛУФАРФОРОВЫЕ;10
268081;УНИТАЗЫ ФАЯНСОВЫЕ;10
270005;ШЛАКИ ГРАНУЛИРОВАННЫЕ;10
271008;ШЛАКИ ГРАНУЛИРОВАННЫЕ;10
280007;ЦЕМЕНТ;5
281000;ЦЕМЕНТ;5
281014;ЗАМАЗКА ЦЕМЕНТНАЯ;5
281029;КАЛЬМАТРОН;10
281033;ПОРТЛАНДЦЕМЕНТ ДЕКОРАТИВНЫЙ;5
281048;ПОРТЛАНДЦЕМЕНТ СТРОИТЕЛЬНЫЙ;5
281052;ПОРТЛАНДЦЕМЕНТ СТРОИТЕЛЬНЫЙ ЭКСПОРТНЫЙ (БСС);5
281067;ПУЦЦОЛАНЦЕМЕНТ;5
281071;СПЕЦЦЕМЕНТ ДЛЯ БУРЕНИЯ;5
281086;ТЕРМОЦЕМЕНТ;5
281090;ЦЕМЕНТ ВОДОНЕПРОНИЦАЕМЫЙ РАСШИРЯЮЩИЙСЯ;5
281103;ЦЕМЕНТ ВСЯКИЙ МАРКИ ДО М-400 В ТАРЕ;5
281118;ЦЕМЕНТ ГИПСОГЛИНОЗЕ-МИСТЫЙ М-300, М-400;5
281122;ЦЕМЕНТ ГЛИНОЗЕМИСТЫЙ РАЗНЫХ МАРОК;5
281137;ЦЕМЕНТ ТАМПОНАЖНЫЙ;5
281141;ЦЕМЕНТ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;5
281156;ШЛАКОПОРТЛАНДЦЕМЕНТ М-200, М-300, М400;5
290009;ФЛЮСЫ;10
291001;ИЗВЕСТНЯК ДЛЯ ФЛЮСОВАНИЯ. ДОЛОМИТ СЫРОЙ;10
291016;ДОЛОМИТ ДЛЯ СТЕКОЛЬНОЙ ПРОМЫШЛЕННОСТИ;10
291020;ДОЛОМИТ СЫРОЙ МЕТАЛЛУРГИЧЕСКИЙ;10
291035;ИЗВЕСТНЯК ДЛЯ ФЛЮСОВАНИЯ;10
291049;ДОБАВКИ ДЛЯ ПРОИЗВОДСТВА ЦЕМЕНТА;5
291054;ФЛЮСЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
292004;ГИПС, ИЗВЕСТЬ И МЕЛ ДЛЯ ФЛЮСОВАНИЯ;5
292019;ГИПС ДЛЯ ФЛЮСОВАНИЯ;5
292023;ИЗВЕСТЬ ДЛЯ ФЛЮСОВАНИЯ;5
292038;МЕЛ ДЛЯ ФЛЮСОВАНИЯ;10
300003;ОГНЕУПОРЫ, АСБЕСТ, СЛЮДА;10
301006;СЫРЬЕ ОГНЕУПОРНОЕ И КИСЛОТОУПОРНОЕ;10
301010;ГЛИНА КИСЛОТОУПОРНАЯ И ОГНЕУПОРНАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;5
301025;ГЛИНЫ ТУГОПЛАВКИЕ;10
301032;ДИНАС;10
301044;ДУНИТ;10
301059;КВАРЦИТЫ, КРОМЕ БАКАЛЬСКИХ, КРИВОРОЖСКИХ И КМА;10
301063;ЛОМ ОГНЕУПОРНЫХ ИЗДЕЛИЙ;10
301078;МАГНЕЗИТ СЫРОЙ ДЛЯ ПРОИЗВОДСТВА ОГНЕУПОРНЫХ МАТЕРИАЛОВ;10
301082;ОЛИВИНИТ;10
301097;ШАМОТ КУСКОВОЙ;10
302009;КИРПИЧ ОГНЕУПОРНЫЙ;5
302013;КИРПИЧ ДИНАСОВЫЙ;5
302028;КИРПИЧ ШАМОТНЫЙ;5
302032;КИРПИЧ КИСЛОТОУПОРНЫЙ И ОГНЕУПОРНЫЙ (БОКСИ-ТОВЫЙ, МАГНЕЗИТОВЫЙ, СИФОННЫЙ, ТАЛЬКОВЫЙ, ФАСОННЫЙ, ХРОМОМАГНЕ­ЗИТОВЫЙ И ДР.), НЕ ПОИМЕ-НОВАННЫЙ В АЛФАВИТЕ;5
303001;МАТЕРИАЛЫ И ИЗДЕЛИЯ ОГНЕУПОРНЫЕ И КИСЛОТОУПОРНЫЕ, КРОМЕ КИРПИЧА ОГНЕУПОРНОГО;5
303016;ДОЛОМИТ ОБОЖЖЕННЫЙ МЕТАЛЛУРГИЧЕСКИЙ;10
303020;ИЗДЕЛИЯ АНДЕЗИТОВЫЕ;10
303035;ИЗДЕЛИЯ ГРАФИТОВЫЕ;10
303048;ИЗДЕЛИЯ ДИАТОМОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
303054;ИЗДЕЛИЯ ДИНАСОВЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
303069;ИЗДЕЛИЯ КИСЛОТОУПОРНЫЕ И ОГНЕУПОРНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
303073;ИЗДЕЛИЯ КИСЛОТОУПОРНЫЕ НЕМЕТАЛЛИЧЕСКИЕ;10
303088;ИЗДЕЛИЯ МАГНЕЗИТО-ХРОМИТОВЫЕ (ПЕРИКЛАЗО-ХРОМИТОВЫЕ);10
303092;ИЗДЕЛИЯ МАГНЕЗИТОВЫЕ;10
303105;ИЗДЕЛИЯ ОГНЕУПОРНЫЕ КАРБИДКРЕМНИЕВЫЕ;10
303114;ИЗДЕЛИЯ ФОРСТЕРИТОВЫЕ, КРОМЕ КИРПИЧА ОГНЕУПОРНОГО;5
303124;ИЗДЕЛИЯ ШАМОТНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
303139;КАМЕНЬ ШАМОТНЫЙ;5
303143;ЛИТЬЕ ДИАБАЗОВОЕ;10
303158;МЕРТЕЛИ;10
303162;МУЛЛИТ;10
303177;МУФЕЛИ ГЛИНЯНЫЕ;10
303181;ПЕНОШАМОТ;10
303196;ПЛИТЫ ВУЛКАНИТОВЫЕ;10
303209;ПЛИТЫ И ПЛИТКИ ДИАБАЗОВЫЕ ОГНЕУПОРНЫЕ;10
303213;ПЛИТЫ И ПЛИТКИ МАГНЕЗИТОВЫЕ;10
303228;ПОРОШОК АСБОШИФЕРНЫЙ;10
303232;ПОРОШОК ДУНИТОВЫЙ;10
303247;ПОРОШОК МАГНЕЗИТОВЫЙ МЕТАЛЛУРГИЧЕСКИЙ;10
303251;ПОРОШОК ХРОМИТОВЫЙ ОГНЕУПОРНЫЙ;10
303266;ПОРОШОК ШАМОТНЫЙ ВСЯКИЙ;10
303270;СЕГМЕНТЫ ДИАТОМИТОВЫЕ;10
303285;СОСТАВЫ ОГНЕУПОРНЫЕ ВСЯКИЕ;10
303290;СТЕКЛОБРУС ОГНЕУПОРНЫЙ (БРУС КАОЛИНОВЫЙ, МУЛЛИТОВЫЙ);4
303302;СТЕРЖНИ СЕЛИТОВЫЕ;10
303317;ТЕРМОБЛОК (КАМЕНЬ ЦЕМЕНТНО-ДИАТОМИТОШЛАКОВЫЙ);5
303321;ТЕРРАФАЗЕРИТ;10
303336;ТИГЛИ ГРАФИТОВЫЕ ОГНЕУПОРНЫЕ;10
303340;ТИГЛИ КЕРАМИЧЕСКИЕ ОГНЕУПОРНЫЕ;10
303355;ТИГЛИ ШАМОТНЫЕ ОГНЕУПОРНЫЕ;10
303367;ЭЛЕКТРОДЫ СЕЛИТОВЫЕ НАГРЕВАТЕЛЬНЫЕ;10
304004;АСБЕСТ И СЛЮДА;10
304019;АСБЕСТ;10
304023;ВЕРМИКУЛИТ (СЛЮДА);10
304038;ГАЛЬ АСБЕСТОВАЯ;10
304042;ГЛИМЕР (СЛЮДА);10
304057;КРОШКА СЛЮДЯНАЯ;10
304061;МЕЛОЧЬ СЛЮДЯНАЯ;10
304076;МИКАНИТ (СЛЮДА ПРЕССОВАННАЯ);10
304080;ОТХОДЫ АСБЕСТОВЫЕ (КРОШКА, ПЫЛЬ), НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
304095;СЕРПЕНТИНИТЫ (ОТХОДЫ АСБЕСТОВОЙ ПРОМЫШЛЕННОСТИ);10
304108;СЛЮДА, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
310005;МЕТАЛЛЫ ЧЕРНЫЕ;10
311008;ЧУГУН;3
311012;ЧУГУН ЗЕРКАЛЬНЫЙ;3
311027;ЧУГУН ЛИТЕЙНЫЙ ФОСФОРИСТЫЙ;3
311031;ЧУГУН ЛИТЕЙНЫЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;3
311046;ЧУГУН ПЕРЕДЕЛЬНЫЙ ВЫСОКОКАЧЕСТВЕННЫЙ;3
311050;ЧУГУН ЛИТЕЙНЫЙ ВЫСОКОМАРГАНЦЕВИСТЫЙ;3
311065;ЧУГУН ПЕРЕДЕЛЬНЫЙ РЯДОВОЙ;3
311071;ЧУГУН ПЕРЕДЕЛЬНЫЙ ФОСФОРИСТЫЙ;3
311084;ЧУГУН, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;3
312000;СТАЛЬ В СЛИТКАХ;3
312015;БОЛВАНКИ СТАЛЬНЫЕ ЛИТЫЕ;3
312024;СЛИТКИ СТАЛЬНЫЕ БЛЮМИНГОВЫЕ;3
312034;СЛИТКИ СТАЛЬНЫЕ ВЕСОМ ДО 3 Т;3
312049;СЛИТКИ СТАЛЬНЫЕ ШИХТОВЫЕ;3
312053;СЛИТКИ СТАЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;3
313003;ФЕРРОСПЛАВЫ;3
313018;БИМЕТАЛЛЫ С ОСНОВОЙ ИЗ ЧЕРНЫХ МЕТАЛЛОВ;10
313022;КРЕМНИЙ КРИСТАЛЛИЧЕСКИЙ (ФЕРРОСПЛАВ);3
313037;МАРГАНЕЦ МЕТАЛЛИЧЕСКИЙ;10
313041;СИЛИКОКАЛЬЦИЙ;10
313056;СИЛИКОМАРГАНЕЦ;10
313060;СИЛИКОХРОМ;10
313075;ФЕРРОСИЛИЦИЙ С МАССОВОЙ ДОЛЕЙ КРЕМНИЯ ОТ 30 ДО 90%;10
313087;ФЕРРОСПЛАВЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;3
313094;ХРОМ МЕТАЛЛИЧЕСКИЙ;10
314006;ЗАГОТОВКИ СТАЛЬНЫЕ;3
314010;БЛЮМСЫ;10
314025;ЗАГОТОВКА ДЛЯ ПЕРЕКАТА КАЧЕСТВЕННАЯ;10
314030;ЗАГОТОВКА ДЛЯ ПЕРЕКАТА РЯДОВАЯ;10
314044;ЗАГОТОВКА ОСЕВАЯ И КУЗНЕЧНАЯ;10
314059;ЗАГОТОВКА СТАЛЬНАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;3
314063;ЗАГОТОВКА ТРУБНАЯ;10
314078;СЛЯБЫ (ЗАГОТОВКИ СТАЛЬНЫЕ);3
314082;СУТУНКА;10
315009;ПРОЧИЕ ЧЕРНЫЕ МЕТАЛЛЫ;10
315013;МЕТАЛЛЫ ЧЕРНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
315028;ПОРОШОК ЖЕЛЕЗНЫЙ;10
315032;"СТАЛЬ ""СЕРЕБРЯНКА""";3
316001;ЛОМ ЧЕРНЫХ МЕТАЛЛОВ;10
316016;БРИКЕТЫ ИЗ СТАЛЬНОЙ СТРУЖКИ;3
